Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Output1
28.0,-12.0,32.0,16.0,16.0,3.0,2.6666666666666665,6.0,1.8333333333333333,-0.3333333333333333,1.0,0.0
28.0,-13.0,32.0,16.0,16.0,0.0,2.1666666666666665,6.0,1.6666666666666667,-0.5,0.0,1.0
31.0,-14.0,35.0,16.0,19.0,3.0,2.1666666666666665,5.0,2.0,-0.6666666666666666,0.0,1.0
32.0,-14.0,38.0,19.0,19.0,3.0,2.1666666666666665,5.0,1.5,-0.6666666666666666,1.0,0.5
32.0,-14.0,39.0,19.0,20.0,1.0,2.1666666666666665,12.0,1.3333333333333333,-0.5,0.0,1.0
34.0,-14.0,42.0,22.0,20.0,3.0,2.1666666666666665,10.0,1.5,-0.5,1.0,1.0
39.0,-14.0,45.0,25.0,20.0,3.0,2.1666666666666665,10.0,1.8333333333333333,-0.3333333333333333,1.0,0.5
41.0,-16.0,46.0,25.0,21.0,1.0,2.3333333333333335,9.0,2.1666666666666665,-0.5,0.0,0.5
41.0,-16.0,47.0,26.0,21.0,1.0,2.0,9.0,1.6666666666666667,-0.3333333333333333,1.0,1.0
45.0,-16.0,50.0,26.0,24.0,3.0,2.0,9.0,2.1666666666666665,-0.3333333333333333,0.0,0.0
45.0,-19.0,50.0,26.0,24.0,0.0,1.8333333333333333,9.0,2.1666666666666665,-0.8333333333333334,1.0,0.0
46.0,-23.0,50.0,26.0,24.0,0.0,1.3333333333333333,9.0,2.0,-1.5,0.0,1.0
49.0,-23.0,53.0,29.0,24.0,3.0,1.3333333333333333,8.0,1.6666666666666667,-1.5,1.0,0.0
50.0,-25.0,53.0,29.0,24.0,0.0,1.1666666666666667,16.0,1.5,-1.5,0.0,0.0
50.0,-26.0,53.0,29.0,24.0,0.0,1.0,15.0,1.5,-1.6666666666666667,0.0,1.0
52.0,-27.0,56.0,32.0,24.0,3.0,1.0,15.0,1.1666666666666667,-1.8333333333333333,1.0,0.0
2.0,0.0,3.0,0.0,3.0,3.0,3.0,16.0,2.0,0.0,0.0,0.0
3.0,-2.0,3.0,0.0,3.0,0.0,1.5,14.0,1.5,-1.0,1.0,0.5
4.0,-3.0,4.0,1.0,3.0,1.0,1.3333333333333333,12.0,1.3333333333333333,-1.0,1.0,1.0
7.0,-3.0,7.0,1.0,6.0,3.0,1.75,10.0,1.75,-0.75,0.0,0.5
7.0,-3.0,8.0,2.0,6.0,1.0,1.6,8.0,1.4,-0.6,1.0,1.0
10.0,-5.0,11.0,2.0,9.0,3.0,1.8333333333333333,6.0,1.6666666666666667,-0.8333333333333334,0.0,1.0
14.0,-5.0,14.0,2.0,12.0,3.0,1.8333333333333333,4.0,2.0,-0.8333333333333334,0.0,1.0
15.0,-5.0,17.0,5.0,12.0,3.0,2.3333333333333335,2.0,2.0,-0.5,1.0,1.0
19.0,-6.0,20.0,8.0,12.0,3.0,2.6666666666666665,16.0,2.5,-0.5,1.0,0.0
19.0,-7.0,20.0,8.0,12.0,0.0,2.1666666666666665,15.0,2.0,-0.6666666666666666,0.0,1.0
20.0,-7.0,23.0,11.0,12.0,3.0,2.5,15.0,2.1666666666666665,-0.6666666666666666,1.0,0.0
20.0,-9.0,23.0,11.0,12.0,0.0,2.0,14.0,1.6666666666666667,-0.6666666666666666,0.0,0.5
21.0,-10.0,24.0,12.0,12.0,1.0,1.6666666666666667,13.0,1.1666666666666667,-0.8333333333333334,1.0,0.0
22.0,-12.0,24.0,12.0,12.0,0.0,1.1666666666666667,12.0,1.1666666666666667,-1.1666666666666667,0.0,0.5
23.0,-13.0,25.0,12.0,13.0,1.0,0.8333333333333334,11.0,0.6666666666666666,-1.1666666666666667,0.0,1.0
28.0,-14.0,28.0,15.0,13.0,3.0,1.3333333333333333,10.0,1.5,-1.1666666666666667,1.0,1.0
30.0,-14.0,31.0,18.0,13.0,3.0,1.3333333333333333,10.0,1.6666666666666667,-1.1666666666666667,1.0,0.0
31.0,-18.0,31.0,18.0,13.0,0.0,1.3333333333333333,10.0,1.8333333333333333,-1.5,0.0,1.0
34.0,-18.0,34.0,18.0,16.0,3.0,1.6666666666666667,10.0,2.1666666666666665,-1.3333333333333333,0.0,1.0
39.0,-20.0,37.0,21.0,16.0,3.0,2.1666666666666665,8.0,2.8333333333333335,-1.3333333333333333,1.0,1.0
41.0,-20.0,40.0,21.0,19.0,3.0,2.5,8.0,3.0,-1.1666666666666667,0.0,0.5
42.0,-21.0,41.0,22.0,19.0,1.0,2.1666666666666665,7.0,2.3333333333333335,-1.1666666666666667,1.0,1.0
46.0,-21.0,44.0,25.0,19.0,3.0,2.1666666666666665,7.0,2.6666666666666665,-1.1666666666666667,1.0,0.5
47.0,-22.0,45.0,25.0,20.0,1.0,2.3333333333333335,6.0,2.6666666666666665,-0.6666666666666666,0.0,1.0
49.0,-22.0,48.0,28.0,20.0,3.0,2.3333333333333335,6.0,2.5,-0.6666666666666666,1.0,0.5
51.0,-24.0,49.0,28.0,21.0,1.0,2.0,6.0,2.0,-0.6666666666666666,0.0,1.0
52.0,-24.0,52.0,31.0,21.0,3.0,2.0,5.0,1.8333333333333333,-0.6666666666666666,1.0,1.0
53.0,-24.0,55.0,31.0,24.0,3.0,2.3333333333333335,5.0,1.8333333333333333,-0.5,0.0,1.0
55.0,-24.0,58.0,34.0,24.0,3.0,2.3333333333333335,5.0,1.5,-0.5,1.0,1.0
59.0,-25.0,61.0,34.0,27.0,3.0,2.6666666666666665,11.0,2.0,-0.5,0.0,1.0
3.0,-3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,-3.0,0.0,1.0
4.0,-3.0,4.0,3.0,1.0,3.0,2.0,19.0,2.0,-1.5,1.0,1.0
8.0,-3.0,7.0,6.0,1.0,3.0,2.3333333333333335,18.0,2.6666666666666665,-1.0,1.0,0.0
8.0,-8.0,7.0,6.0,1.0,0.0,1.75,17.0,2.0,-2.0,0.0,0.5
9.0,-9.0,8.0,7.0,1.0,1.0,1.6,16.0,1.8,-1.8,1.0,1.0
12.0,-11.0,11.0,7.0,4.0,3.0,1.8333333333333333,15.0,2.0,-1.8333333333333333,0.0,0.5
13.0,-12.0,12.0,7.0,5.0,1.0,1.8333333333333333,15.0,1.6666666666666667,-1.5,0.0,0.5
13.0,-12.0,13.0,8.0,5.0,1.0,1.5,14.0,1.5,-1.5,1.0,0.0
14.0,-16.0,13.0,8.0,5.0,0.0,1.0,13.0,1.0,-2.1666666666666665,0.0,1.0
17.0,-16.0,16.0,11.0,5.0,3.0,1.5,12.0,1.5,-1.3333333333333333,1.0,1.0
21.0,-17.0,19.0,11.0,8.0,3.0,1.8333333333333333,12.0,2.0,-1.3333333333333333,0.0,1.0
24.0,-17.0,22.0,14.0,8.0,3.0,1.8333333333333333,11.0,2.0,-1.0,1.0,0.5
25.0,-18.0,23.0,15.0,8.0,1.0,1.8333333333333333,10.0,2.0,-1.0,1.0,1.0
28.0,-18.0,26.0,15.0,11.0,3.0,2.1666666666666665,10.0,2.5,-1.0,0.0,1.0
33.0,-19.0,29.0,15.0,14.0,3.0,2.6666666666666665,9.0,3.1666666666666665,-0.5,0.0,0.5
34.0,-20.0,30.0,16.0,14.0,1.0,2.3333333333333335,17.0,2.8333333333333335,-0.6666666666666666,1.0,0.5
34.0,-20.0,31.0,17.0,14.0,1.0,2.0,17.0,2.1666666666666665,-0.5,1.0,1.0
38.0,-20.0,34.0,17.0,17.0,3.0,2.0,16.0,2.3333333333333335,-0.5,0.0,0.5
41.0,-23.0,35.0,17.0,18.0,1.0,2.0,16.0,2.6666666666666665,-0.8333333333333334,0.0,1.0
46.0,-23.0,38.0,20.0,18.0,3.0,2.0,16.0,3.0,-0.8333333333333334,1.0,1.0
48.0,-24.0,41.0,23.0,18.0,3.0,2.0,15.0,2.5,-0.8333333333333334,1.0,1.0
50.0,-25.0,44.0,23.0,21.0,3.0,2.3333333333333335,15.0,2.6666666666666665,-0.8333333333333334,0.0,1.0
54.0,-28.0,47.0,26.0,21.0,3.0,2.6666666666666665,14.0,3.3333333333333335,-1.3333333333333333,1.0,0.0
54.0,-29.0,47.0,26.0,21.0,0.0,2.1666666666666665,14.0,2.6666666666666665,-1.5,0.0,1.0
57.0,-29.0,50.0,26.0,24.0,3.0,2.5,14.0,2.6666666666666665,-1.0,0.0,0.5
59.0,-31.0,51.0,27.0,24.0,1.0,2.1666666666666665,14.0,2.1666666666666665,-1.3333333333333333,1.0,1.0
61.0,-31.0,54.0,27.0,27.0,3.0,2.1666666666666665,14.0,2.1666666666666665,-1.1666666666666667,0.0,1.0
65.0,-32.0,57.0,30.0,27.0,3.0,2.1666666666666665,13.0,2.5,-1.1666666666666667,1.0,1.0
67.0,-32.0,60.0,33.0,27.0,3.0,2.1666666666666665,19.0,2.1666666666666665,-0.6666666666666666,1.0,0.0
68.0,-34.0,60.0,33.0,27.0,0.0,2.1666666666666665,19.0,2.3333333333333335,-0.8333333333333334,0.0,1.0
73.0,-34.0,63.0,36.0,27.0,3.0,2.1666666666666665,18.0,2.6666666666666665,-0.8333333333333334,1.0,1.0
4.0,0.0,3.0,3.0,0.0,3.0,3.0,17.0,4.0,0.0,1.0,1.0
8.0,0.0,6.0,3.0,3.0,3.0,3.0,15.0,4.0,0.0,0.0,1.0
10.0,0.0,9.0,6.0,3.0,3.0,3.0,13.0,3.3333333333333335,0.0,1.0,0.5
12.0,-2.0,10.0,6.0,4.0,1.0,2.5,11.0,3.0,-0.5,0.0,1.0
16.0,-2.0,13.0,9.0,4.0,3.0,2.6,9.0,3.2,-0.4,1.0,1.0
17.0,-2.0,16.0,9.0,7.0,3.0,2.6666666666666665,7.0,2.8333333333333335,-0.3333333333333333,0.0,1.0
21.0,-2.0,19.0,12.0,7.0,3.0,2.6666666666666665,5.0,2.8333333333333335,-0.3333333333333333,1.0,0.5
21.0,-2.0,20.0,12.0,8.0,1.0,2.3333333333333335,3.0,2.1666666666666665,-0.3333333333333333,0.0,0.0
22.0,-4.0,20.0,12.0,8.0,0.0,1.8333333333333333,1.0,2.0,-0.6666666666666666,0.0,1.0
23.0,-4.0,23.0,15.0,8.0,3.0,2.1666666666666665,18.0,1.8333333333333333,-0.3333333333333333,1.0,0.0
23.0,-5.0,23.0,15.0,8.0,0.0,1.6666666666666667,20.0,1.1666666666666667,-0.5,0.0,1.0
27.0,-6.0,26.0,18.0,8.0,3.0,1.6666666666666667,20.0,1.6666666666666667,-0.6666666666666666,1.0,1.0
28.0,-6.0,29.0,21.0,8.0,3.0,1.6666666666666667,20.0,1.1666666666666667,-0.6666666666666666,1.0,1.0
32.0,-8.0,32.0,21.0,11.0,3.0,2.0,20.0,1.8333333333333333,-1.0,0.0,1.0
35.0,-9.0,35.0,21.0,14.0,3.0,2.5,20.0,2.1666666666666665,-0.8333333333333334,0.0,0.0
36.0,-11.0,35.0,21.0,14.0,0.0,2.0,20.0,2.1666666666666665,-1.1666666666666667,1.0,1.0
37.0,-11.0,38.0,24.0,14.0,3.0,2.5,20.0,2.3333333333333335,-1.0,1.0,1.0
39.0,-12.0,41.0,24.0,17.0,3.0,2.5,20.0,2.0,-1.0,0.0,0.5
41.0,-14.0,42.0,24.0,18.0,1.0,2.1666666666666665,20.0,2.1666666666666665,-1.3333333333333333,0.0,0.5
43.0,-16.0,43.0,25.0,18.0,1.0,1.8333333333333333,20.0,1.8333333333333333,-1.3333333333333333,1.0,0.5
43.0,-16.0,44.0,26.0,18.0,1.0,1.5,19.0,1.3333333333333333,-1.1666666666666667,1.0,1.0
45.0,-16.0,47.0,26.0,21.0,3.0,2.0,19.0,1.5,-0.8333333333333334,0.0,1.0
48.0,-16.0,50.0,29.0,21.0,3.0,2.0,18.0,1.8333333333333333,-0.8333333333333334,1.0,1.0
49.0,-16.0,53.0,29.0,24.0,3.0,2.0,18.0,1.6666666666666667,-0.6666666666666666,0.0,0.0
49.0,-18.0,53.0,29.0,24.0,0.0,1.8333333333333333,18.0,1.3333333333333333,-0.6666666666666666,0.0,1.0
51.0,-18.0,56.0,32.0,24.0,3.0,2.1666666666666665,20.0,1.3333333333333333,-0.3333333333333333,1.0,0.0
51.0,-19.0,56.0,32.0,24.0,0.0,2.0,20.0,1.3333333333333333,-0.5,0.0,1.0
53.0,-20.0,59.0,35.0,24.0,3.0,2.0,20.0,1.3333333333333333,-0.6666666666666666,1.0,1.0
56.0,-22.0,62.0,35.0,27.0,3.0,2.0,20.0,1.3333333333333333,-1.0,0.0,1.0
58.0,-23.0,65.0,38.0,27.0,3.0,2.0,20.0,1.5,-1.1666666666666667,1.0,1.0
2.0,0.0,3.0,0.0,3.0,3.0,3.0,14.0,2.0,0.0,0.0,0.5
3.0,-1.0,4.0,1.0,3.0,1.0,2.0,12.0,1.5,-0.5,1.0,1.0
5.0,-2.0,7.0,1.0,6.0,3.0,2.3333333333333335,10.0,1.6666666666666667,-0.6666666666666666,0.0,1.0
10.0,-2.0,10.0,4.0,6.0,3.0,2.5,8.0,2.5,-0.5,1.0,1.0
16.0,-2.0,13.0,4.0,9.0,3.0,2.6,6.0,3.2,-0.4,0.0,1.0
21.0,-2.0,16.0,7.0,9.0,3.0,2.6666666666666665,4.0,3.5,-0.3333333333333333,1.0,1.0
22.0,-2.0,19.0,7.0,12.0,3.0,2.6666666666666665,2.0,3.3333333333333335,-0.3333333333333333,0.0,1.0
29.0,-4.0,22.0,10.0,12.0,3.0,3.0,17.0,4.333333333333333,-0.5,1.0,1.0
32.0,-4.0,25.0,13.0,12.0,3.0,3.0,17.0,4.5,-0.3333333333333333,1.0,1.0
35.0,-6.0,28.0,13.0,15.0,3.0,3.0,16.0,4.166666666666667,-0.6666666666666666,0.0,1.0
38.0,-7.0,31.0,16.0,15.0,3.0,3.0,16.0,3.6666666666666665,-0.8333333333333334,1.0,1.0
40.0,-7.0,34.0,16.0,18.0,3.0,3.0,15.0,3.1666666666666665,-0.8333333333333334,0.0,1.0
42.0,-8.0,37.0,16.0,21.0,3.0,3.0,14.0,3.3333333333333335,-1.0,0.0,1.0
44.0,-9.0,40.0,19.0,21.0,3.0,3.0,13.0,2.5,-0.8333333333333334,1.0,1.0
46.0,-10.0,43.0,22.0,21.0,3.0,3.0,12.0,2.3333333333333335,-1.0,1.0,1.0
48.0,-11.0,46.0,22.0,24.0,3.0,3.0,11.0,2.1666666666666665,-0.8333333333333334,0.0,1.0
52.0,-11.0,49.0,22.0,27.0,3.0,3.0,11.0,2.3333333333333335,-0.6666666666666666,0.0,1.0
56.0,-12.0,52.0,25.0,27.0,3.0,3.0,11.0,2.6666666666666665,-0.8333333333333334,1.0,1.0
60.0,-12.0,55.0,28.0,27.0,3.0,3.0,9.0,3.0,-0.6666666666666666,1.0,1.0
61.0,-12.0,58.0,28.0,30.0,3.0,3.0,14.0,2.8333333333333335,-0.5,0.0,0.5
61.0,-12.0,59.0,28.0,31.0,1.0,2.6666666666666665,20.0,2.5,-0.3333333333333333,0.0,1.0
64.0,-13.0,62.0,31.0,31.0,3.0,2.6666666666666665,20.0,2.6666666666666665,-0.3333333333333333,1.0,0.0
67.0,-17.0,62.0,31.0,31.0,0.0,2.1666666666666665,20.0,2.5,-1.0,0.0,1.0
70.0,-18.0,65.0,34.0,31.0,3.0,2.1666666666666665,20.0,2.3333333333333335,-1.0,1.0,1.0
73.0,-18.0,68.0,37.0,31.0,3.0,2.1666666666666665,20.0,2.1666666666666665,-1.0,1.0,0.5
74.0,-19.0,69.0,37.0,32.0,1.0,1.8333333333333333,19.0,2.1666666666666665,-1.1666666666666667,0.0,1.0
79.0,-20.0,72.0,40.0,32.0,3.0,2.1666666666666665,19.0,3.0,-1.3333333333333333,1.0,1.0
82.0,-20.0,75.0,40.0,35.0,3.0,2.1666666666666665,19.0,3.0,-1.1666666666666667,0.0,1.0
83.0,-20.0,78.0,43.0,35.0,3.0,2.6666666666666665,18.0,2.6666666666666665,-0.5,1.0,1.0
85.0,-20.0,81.0,43.0,38.0,3.0,2.6666666666666665,18.0,2.5,-0.3333333333333333,0.0,1.0
